key,IsWinner,MMR,InGameLevel,Takedowns,KillingBlows,Assists,Deaths,HighestKillStreak,HeroDamage,SiegeDamage,Healing,SelfHealing,DamageTaken,ExperienceContribution,MercCampCaptures,date
117798028,0,10279,75,31,10,21,14,19,83044,127156,36130,6981,0,31289,3,7/14/2017
118154551,1,7643,105,94,24,68,26,35,268545,224615,51318,20100,91945,62069,4,7/14/2017
118154551,0,10357,95,99,26,73,25,70,165884,182315,96485,45290,168128,48960,13,7/14/2017
121859080,1,10204,105,106,31,74,20,70,207350,319771,0,68073,132066,66103,3,7/14/2017
121859080,0,10103,105,71,20,51,35,27,160189,262600,0,25263,144134,58531,4,7/14/2017
117511917,1,12229,95,99,27,72,12,47,159592,277214,66129,2664,0,52236,5,7/14/2017
117511917,0,12345,80,45,12,33,27,18,125909,184560,53677,17770,0,34274,3,7/14/2017
117371934,1,9417,110,73,20,53,29,32,348283,453158,100762,51456,116295,72170,7,7/14/2017
117371934,0,10113,115,98,29,69,20,54,317810,439200,96433,80166,232348,74768,14,7/14/2017
117567445,1,11544,105,121,29,92,20,66,249370,275129,91164,59774,97544,57976,8,7/14/2017
117567445,0,11207,100,73,20,53,29,26,237240,243382,71584,36288,155385,55042,8,7/14/2017
117371926,1,9958,105,130,33,97,9,88,159548,307244,74475,19212,90019,62124,24,7/14/2017
117371926,0,9829,90,31,8,23,33,14,161144,284570,36286,35113,67850,39794,6,7/14/2017
117371938,1,10075,100,88,29,58,2,83,133651,328945,25249,37774,64444,57126,13,7/14/2017
117371938,0,8860,80,5,2,3,30,4,135375,296405,12823,12690,57216,33861,0,7/14/2017
117912518,1,8784,105,103,31,72,11,68,166218,282795,91344,3540,0,62460,9,7/14/2017
117912518,0,7724,90,32,11,21,31,21,124712,239426,41763,0,0,42696,11,7/14/2017
118048493,1,7961,120,61,22,39,14,47,186281,697251,28498,14748,0,94384,16,7/14/2017
118048493,0,8569,120,41,14,27,22,19,137820,606649,34084,48991,0,90696,9,7/14/2017
119949404,1,11071,110,75,22,53,23,46,166239,446003,106689,18124,0,69377,4,7/14/2017
119949404,0,11251,100,75,21,54,22,48,186056,288586,60282,26501,0,56884,11,7/14/2017
120519382,1,11229,110,99,28,71,11,58,183322,425402,47278,14308,0,70928,8,7/14/2017
120519382,0,9917,90,39,11,28,29,20,136929,175595,47599,62859,72050,43352,13,7/14/2017
117436105,1,9142,95,105,27,78,8,71,149003,209789,3077,22040,47886,42203,7,7/14/2017
117436105,0,9116,85,28,8,20,27,14,119570,183931,5407,27968,76440,31985,9,7/14/2017
122616613,1,0,115,94,32,62,31,31,212904,448013,33192,36654,0,82666,15,7/14/2017
122616613,0,0,115,91,30,61,34,45,224056,387000,41771,10479,0,77489,7,7/14/2017
118475421,1,9776,110,110,31,79,25,51,241224,255037,204396,42814,0,72689,11,7/14/2017
118475421,0,9082,105,93,25,68,32,34,290699,310484,134093,12357,0,61964,2,7/14/2017
117371982,1,7585,110,84,32,52,17,39,219216,394173,104179,41968,106299,73503,4,7/14/2017
117371982,0,9148,100,41,16,25,32,18,238607,156245,36263,39897,85498,52740,7,7/14/2017
117465758,1,10554,135,169,53,114,25,85,316677,619803,0,74406,107535,131020,22,7/14/2017
117465758,0,10532,125,80,25,55,56,27,278163,459955,0,58986,97395,94517,25,7/14/2017
117371990,1,12926,105,118,26,92,15,61,299100,386187,134351,73574,75836,61211,4,7/14/2017
117371990,0,12267,90,46,15,31,28,27,214862,220136,105220,27775,145121,39971,2,7/14/2017
120017601,1,12020,115,94,22,72,25,43,272801,482701,153799,81821,221414,73684,11,7/14/2017
120017601,0,11634,115,106,25,81,23,62,283691,462168,122682,50536,113607,72764,3,7/14/2017
117371994,1,10488,125,69,24,45,16,36,369525,571011,91078,74649,216180,102051,6,7/14/2017
117371994,0,10602,115,44,16,28,24,30,278866,606620,130827,87131,244309,81458,2,7/14/2017
117868249,1,11738,125,71,27,44,40,29,253295,489652,60088,22549,94126,103350,13,7/14/2017
117868249,0,11041,120,128,39,86,27,83,293034,396221,64433,68439,0,99241,15,7/14/2017
117953367,1,8866,115,104,34,70,16,67,188573,522943,0,61351,144622,84600,3,7/14/2017
117953367,0,8924,105,43,15,25,34,15,177997,310778,0,22789,106398,61399,4,7/14/2017
118268864,1,12483,90,83,24,59,4,74,145872,254618,76086,17426,54218,41690,7,7/14/2017
118268864,0,11538,70,14,4,10,24,11,112061,130646,46786,8507,49460,23574,1,7/14/2017
117372261,1,10989,100,49,12,36,3,36,185018,393764,114468,19988,0,58040,5,7/14/2017
117372261,0,11042,85,14,3,11,14,14,157090,241915,53155,11083,63306,37843,6,7/14/2017
117391084,1,12326,100,92,23,69,7,71,169945,315610,126655,0,0,60178,4,7/14/2017
117391084,0,12658,85,28,7,21,23,18,182388,300203,56854,16924,0,37946,0,7/14/2017
117565137,1,11625,115,67,24,43,23,35,215155,364228,28225,69502,89683,87778,15,7/14/2017
117565137,0,11789,110,71,19,47,25,55,209623,520788,31706,65101,85980,71508,4,7/14/2017
117653245,1,10718,110,130,35,95,26,60,339742,254518,138427,95432,112256,69968,20,7/14/2017
117653245,0,10039,110,89,25,64,36,36,342055,425369,143316,64566,223349,63799,9,7/14/2017
117372001,1,10871,110,73,23,50,12,47,189739,315443,96571,22838,74970,71740,25,7/14/2017
117372001,0,11916,100,44,10,34,24,29,173909,336572,42071,23433,62286,50163,3,7/14/2017
118171237,1,8082,95,126,39,87,9,88,145772,182672,11844,16350,34975,41135,10,7/14/2017
118171237,0,7952,80,25,9,16,39,16,108720,92457,11853,20743,48207,29087,2,7/14/2017
117372008,1,11593,100,64,15,49,17,31,281104,251554,76499,8445,71443,54486,8,7/14/2017
117372008,0,11559,95,65,17,48,15,38,162949,265235,186558,54726,182308,47024,0,7/14/2017
117451218,1,12209,110,170,43,127,36,60,299236,340573,78739,41226,189057,81744,10,7/14/2017
117451218,0,12293,105,148,36,112,43,44,264561,143907,64165,58248,173005,60337,6,7/14/2017
117453739,1,11573,105,58,18,40,19,31,145908,369501,60295,35456,79934,66515,8,7/14/2017
117453739,0,11443,105,66,17,48,19,55,196184,315219,50416,54184,79705,61819,12,7/14/2017
117578593,1,12439,115,113,32,81,14,59,188266,376926,3103,34162,128632,87688,22,7/14/2017
117578593,0,12019,105,54,14,40,32,33,178670,364805,0,22682,66046,64601,17,7/14/2017
118160289,1,8871,105,81,27,54,9,68,203393,371405,82038,25600,71140,68498,11,7/14/2017
118160289,0,9926,95,23,7,14,27,12,161848,338821,31674,47662,126258,49924,6,7/14/2017
117598232,1,10328,100,68,23,45,19,36,125465,202784,41254,20243,49320,56079,9,7/14/2017
117598232,0,9724,90,60,19,41,23,38,117015,167471,27144,15539,41687,45283,8,7/14/2017
117381786,1,11711,105,104,29,75,6,57,207025,386984,105057,46686,104008,62709,10,7/14/2017
117381786,0,12341,90,26,6,20,29,20,178225,343869,60305,30649,169993,40607,1,7/14/2017
117371983,1,8897,105,76,31,45,11,39,144549,310450,17613,3388,0,68677,14,7/14/2017
117371983,0,8779,95,33,9,23,31,20,117631,244977,0,25681,53948,48425,4,7/14/2017
117439903,1,12881,105,104,30,70,18,83,167897,384158,0,7274,0,66454,12,7/14/2017
117439903,0,13155,95,53,18,35,32,20,139066,367120,0,11204,0,46163,1,7/14/2017
117372020,1,9934,95,140,33,107,10,104,173220,234856,87750,0,0,51028,5,7/14/2017
117372020,0,8518,85,39,9,30,35,19,137399,163848,42793,11541,45961,35943,6,7/14/2017
117375422,1,10715,105,108,28,80,9,69,206213,348368,54939,23359,56069,62344,9,7/14/2017
117375422,0,9585,95,28,8,20,28,18,150939,351277,63781,16605,76394,45984,4,7/14/2017
117372029,1,13145,110,87,24,63,30,45,222901,302082,77569,3933,0,60151,7,7/14/2017
117372029,0,11935,110,102,30,72,24,56,207571,274033,94580,6053,0,55096,15,7/14/2017
117599459,1,11672,90,87,23,64,4,65,192250,274971,67526,24577,26461,49865,6,7/14/2017
117599459,0,11955,70,18,4,14,23,10,112617,192145,62785,28002,119078,28389,5,7/14/2017
118831837,1,10536,95,103,25,76,8,72,242244,188888,105965,17781,63631,43385,2,7/14/2017
118831837,0,10743,90,26,8,18,26,14,151122,173289,71775,17654,142543,35942,3,7/14/2017
117371976,1,8470,110,128,30,98,19,46,293320,283038,246568,89691,250683,66189,28,7/14/2017
117371976,0,8266,105,70,19,51,31,32,404985,298273,100790,63429,196381,56012,10,7/14/2017
119684272,1,10582,90,65,19,46,2,63,178309,444396,56004,31505,49319,49056,8,7/14/2017
119684272,0,10070,70,5,2,3,19,4,119707,191426,76768,13684,56262,25470,2,7/14/2017
117371985,1,11138,105,62,18,44,18,34,140604,327705,107755,4594,0,67624,15,7/14/2017
117371985,0,11298,100,66,17,48,18,65,181047,277032,61707,23652,0,57913,9,7/14/2017
117371997,1,12758,105,85,22,63,8,57,127740,235175,27820,38371,44311,60682,23,7/14/2017
117371997,0,13309,100,30,8,22,22,15,97278,258502,11567,21285,50805,51854,17,7/14/2017
117425108,1,12736,100,103,27,76,14,53,175920,342793,65823,33648,73116,57620,8,7/14/2017
117425108,0,12345,95,43,14,29,27,24,160380,328674,55605,30731,70793,45901,9,7/14/2017
120827458,1,10556,120,110,28,82,30,50,251353,445989,96207,48739,83729,93601,6,7/14/2017
120827458,0,9619,120,116,30,86,28,56,308527,373837,91530,48424,0,86273,22,7/14/2017
117382452,1,11625,90,55,14,40,2,48,124808,243251,65056,20625,43989,43795,21,7/14/2017
117382452,0,12126,75,9,2,7,15,7,108577,279650,25160,27348,61587,30321,4,7/14/2017
121172793,1,10687,100,101,33,68,8,76,162295,288857,32611,32476,104444,51635,6,7/14/2017
121172793,0,10470,85,24,8,16,33,9,123803,148298,1459,23034,68399,32359,0,7/14/2017
118300778,1,11338,90,82,20,62,11,46,158084,222955,3414,28077,77580,45935,9,7/14/2017
118300778,0,11056,80,45,11,34,20,22,106106,170658,35951,26523,67071,34921,9,7/14/2017
117372543,1,8831,105,104,29,75,12,67,163886,301073,62053,60017,132456,65130,0,7/14/2017
117372543,0,7971,95,39,12,27,29,26,171633,165451,43346,23592,54687,50311,6,7/14/2017
120627252,1,12447,95,63,18,45,24,36,122629,255761,0,44060,34452,50556,5,7/14/2017
120627252,0,13155,85,73,24,49,19,43,136020,174564,0,17480,99360,39432,6,7/14/2017
117452437,1,9174,100,81,23,58,5,61,100241,364836,13651,9896,50230,59790,16,7/14/2017
117452437,0,10402,80,13,4,8,23,9,96568,265139,0,14878,45298,36623,8,7/14/2017
117599455,1,10019,110,81,19,62,15,42,284332,420949,91176,50492,86581,65758,8,7/14/2017
117599455,0,8920,100,60,15,45,19,49,212665,263180,114728,30871,223628,54427,14,7/14/2017
119525487,1,11197,100,60,19,41,20,36,173190,188737,8415,17338,102983,48654,8,7/14/2017
119525487,0,10988,95,54,20,34,19,37,157929,251089,27158,37302,87724,43896,7,7/14/2017
118440401,1,8903,130,162,45,117,23,77,280110,450452,41090,18062,139271,125832,24,7/14/2017
118440401,0,9477,120,68,20,45,46,24,233839,434314,42640,48222,0,88110,33,7/14/2017
119449035,1,11267,95,99,25,74,19,44,138552,224238,80344,48861,77334,44181,2,7/14/2017
119449035,0,10925,85,60,19,41,26,30,176720,152937,24363,3238,67570,39576,1,7/14/2017
117372027,1,11432,105,80,19,61,18,43,297318,297574,102470,44836,112140,59682,11,7/14/2017
117372027,0,11756,100,82,18,64,19,50,216569,273638,144101,45402,129234,54516,10,7/14/2017
117428806,1,9636,110,81,23,58,11,54,224575,447793,113115,47910,188099,73880,8,7/14/2017
117428806,0,10285,105,44,11,33,24,25,241285,394386,89498,30437,86528,62432,10,7/14/2017
119245101,1,8338,90,107,25,82,13,90,133106,222440,72813,31711,60093,47106,15,7/14/2017
119245101,0,8353,90,46,12,34,25,32,119842,176180,47274,12995,48659,43281,13,7/14/2017
117372023,1,11087,110,107,24,83,21,57,285323,293126,152161,18140,140782,67173,11,7/14/2017
117372023,0,10509,105,94,21,73,24,29,253582,301037,172305,17791,169910,58696,9,7/14/2017
120378311,1,12318,100,99,24,75,4,85,232405,351876,146510,33772,84167,55265,0,7/14/2017
120378311,0,12408,80,15,4,11,24,6,225819,243677,79425,55071,169359,31660,2,7/14/2017
117476798,1,12005,115,121,35,86,24,46,174532,423261,0,33782,56669,84399,15,7/14/2017
117476798,0,12250,115,71,23,48,36,25,204642,462351,7252,23840,0,79090,16,7/14/2017
118864996,1,9533,105,91,27,64,14,65,165925,326924,151411,37146,0,57456,14,7/14/2017
118864996,0,8852,95,54,14,40,27,28,172305,236210,63181,8367,0,45552,14,7/14/2017
117421427,1,11543,90,128,31,97,21,62,164270,108152,0,26634,118336,47572,4,7/14/2017
117421427,0,10318,80,84,21,63,31,38,165432,143846,0,28104,61780,32693,2,7/14/2017
117450569,1,11795,90,79,25,54,14,44,145524,260302,0,34062,47533,47582,10,7/14/2017
117450569,0,12342,80,48,14,34,25,19,109782,209375,0,54483,39991,32624,11,7/14/2017
117665981,1,9982,115,92,23,67,21,60,255241,457426,95125,44769,75012,80941,12,7/14/2017
117665981,0,9228,115,74,21,53,25,32,221835,544109,85406,6377,0,79561,6,7/14/2017
118592485,1,11916,120,105,34,71,32,37,229878,461929,0,58322,0,92056,13,7/14/2017
118592485,0,12535,120,80,31,49,34,31,176638,542082,11231,16952,0,86814,4,7/14/2017
122052465,1,10952,100,121,36,85,18,52,155152,274370,56906,5630,0,60601,6,7/14/2017
122052465,0,11459,90,62,18,44,36,21,154363,181287,43635,0,0,41477,0,7/14/2017
117424325,1,12758,115,53,13,40,24,32,301698,505653,175031,51065,100447,78459,12,7/14/2017
117424325,0,13441,110,104,24,80,13,67,300440,532457,194077,59946,134122,70750,3,7/14/2017
118479237,1,12442,110,157,42,115,26,69,293460,247099,146599,87496,155029,74038,10,7/14/2017
118479237,0,12464,105,87,26,61,42,30,270661,210427,70570,78236,114401,57961,2,7/14/2017
117372622,1,10809,115,97,25,72,32,47,315126,369308,84010,77186,243997,83276,7,7/14/2017
117372622,0,11373,110,136,32,104,25,84,312229,371910,117129,63625,105754,82348,5,7/14/2017
122384689,1,12114,110,123,31,92,19,63,178414,370564,109526,34180,133454,69693,13,7/14/2017
122384689,0,12258,100,75,19,56,32,29,225481,270533,72171,17987,48041,54142,15,7/14/2017
117501726,1,11539,125,137,37,98,45,39,355665,459216,16061,86796,96895,106173,25,7/14/2017
117501726,0,11258,125,160,45,115,39,72,288818,421300,0,46991,234832,97510,33,7/14/2017
117579149,1,10885,120,95,24,71,21,42,276656,564730,146640,111100,254172,93381,14,7/14/2017
117579149,0,9820,120,72,21,51,24,37,339318,486194,90604,59660,192254,87014,9,7/14/2017
117372083,1,11172,120,109,35,74,16,50,236251,593813,0,35417,72471,95797,20,7/14/2017
117372083,0,11005,115,49,16,33,35,22,227671,519488,844,53263,83007,82409,11,7/14/2017
117696642,1,11819,90,119,30,89,9,78,195243,220290,100416,7721,0,45889,0,7/14/2017
117696642,0,11381,75,35,9,26,32,20,170572,144129,36525,6743,72341,29268,1,7/14/2017
117374957,1,10472,115,130,37,93,26,44,282901,285998,0,89176,79485,76491,11,7/14/2017
117374957,0,11241,110,77,26,51,37,30,239974,295502,0,30799,193733,72896,8,7/14/2017
117378154,1,11998,105,104,26,78,12,66,211793,208187,96787,26714,132739,62588,31,7/14/2017
117378154,0,12642,100,47,12,35,26,28,206953,267138,54623,6129,83984,52317,19,7/14/2017
117621257,1,10510,110,69,18,51,26,32,267716,319638,63071,14504,248715,69008,9,7/14/2017
117621257,0,10643,110,92,26,66,18,43,247505,342718,92293,52717,187275,64467,6,7/14/2017
117372071,1,9949,95,42,11,31,11,32,106775,198747,11952,29161,67328,52428,34,7/14/2017
117372071,0,10420,90,40,11,29,12,22,98442,345541,18978,22260,88600,46371,10,7/14/2017
117710772,1,9470,100,89,25,64,14,60,167217,226300,94763,33572,0,59741,9,7/14/2017
117710772,0,11916,90,54,14,40,25,23,157231,240509,49908,14205,0,41212,3,7/14/2017
120268249,1,11942,100,80,25,55,12,46,195006,346872,45057,22301,59827,59079,8,7/14/2017
120268249,0,11891,95,45,12,33,25,25,133543,242842,70553,3485,74108,46814,2,7/14/2017
117416669,1,10942,115,85,25,60,19,35,165109,359225,101878,10817,0,88122,15,7/14/2017
117416669,0,10653,115,57,19,38,26,25,192347,442525,69245,9630,0,81987,8,7/14/2017
122118568,1,10475,120,142,41,101,38,49,225298,360704,56222,52369,0,86861,18,7/14/2017
122118568,0,11060,125,138,38,100,41,59,244111,361896,89968,45174,0,103005,31,7/14/2017
121635919,1,7789,105,101,25,76,18,62,152031,325976,29716,22905,137137,65926,11,7/14/2017
121635919,0,10298,100,72,17,55,26,53,172725,257302,7719,55852,64921,54369,14,7/14/2017
117372144,1,13041,120,111,38,73,24,55,298756,365372,123948,26476,0,93956,29,7/14/2017
117372144,0,12728,120,76,24,52,38,35,220895,421778,151571,24392,0,90454,17,7/14/2017
117834870,1,10363,110,112,35,77,19,54,228017,361910,0,11749,52528,76736,19,7/14/2017
117834870,0,9469,105,60,19,41,36,18,151526,297678,0,22058,128780,58795,6,7/14/2017
118077935,1,10293,110,172,45,127,22,72,251334,375373,50602,25966,57100,77485,11,7/14/2017
118077935,0,9450,100,81,22,59,45,24,161722,258430,58502,34171,102916,53403,8,7/14/2017
117372107,1,9670,110,127,34,93,12,84,310908,394475,95625,20001,183445,68798,16,7/14/2017
117372107,0,9462,110,37,12,25,34,13,235976,406780,122100,27762,123388,67619,6,7/14/2017
117454053,1,11787,100,71,18,53,4,58,136754,266803,80841,0,0,52920,8,7/14/2017
117454053,0,10946,85,18,4,14,18,12,99059,191326,65013,12728,0,35560,14,7/14/2017
117411155,1,12735,120,123,41,82,30,37,268485,587191,46371,84919,212399,96514,6,7/14/2017
117411155,0,12092,115,90,27,63,41,34,294830,541715,6445,65177,103913,83084,3,7/14/2017
117372199,1,10368,125,41,16,25,16,19,242385,880988,5013,20364,0,111757,20,7/14/2017
117372199,0,10778,120,41,16,25,17,21,182313,924058,25288,15465,0,97869,6,7/14/2017
118600178,1,10922,105,110,29,81,19,50,241391,398950,203562,23555,0,60800,10,7/14/2017
118600178,0,10676,105,73,19,54,29,43,261967,407043,143002,13561,0,61699,5,7/14/2017
117372084,1,10670,110,52,15,37,8,33,185776,369967,112866,15879,64761,66551,22,7/14/2017
117372084,0,11139,105,31,8,23,15,23,191230,465122,74132,72504,136388,57945,21,7/14/2017
117372163,1,8891,115,106,28,78,31,38,305058,419839,123798,47631,118504,80575,33,7/14/2017
117372163,0,10878,115,124,30,94,28,44,325635,402350,92763,35731,219506,75157,19,7/14/2017
117447601,1,10249,100,165,42,123,11,77,191381,238638,41373,4701,26189,57644,12,7/14/2017
117447601,0,11375,85,40,11,29,43,13,116813,202636,37393,24525,73446,36153,1,7/14/2017
118217359,1,12314,115,62,19,43,27,30,195168,516985,118477,8049,70251,84978,11,7/14/2017
118217359,0,11890,115,83,27,56,19,46,244020,438242,90185,0,0,80848,6,7/14/2017
117599466,1,9450,100,75,26,49,10,42,113187,300737,22970,23703,48386,61532,4,7/14/2017
117599466,0,11019,85,35,10,25,26,16,115039,232068,4248,11224,41278,42229,0,7/14/2017
117373044,1,13170,105,111,33,78,22,59,193051,240739,93837,0,0,64841,7,7/14/2017
117373044,0,13045,100,76,22,54,33,21,189164,191029,71049,0,0,53244,6,7/14/2017
117401368,1,9014,110,114,26,88,13,56,275252,305277,174023,5661,98830,78153,9,7/14/2017
117401368,0,9028,100,50,13,37,26,30,196277,226513,113176,22583,104938,62194,19,7/14/2017
118527083,1,10715,130,102,39,63,23,43,319360,720741,2028,14890,120562,123683,18,7/14/2017
118527083,0,10924,125,61,21,40,41,21,225079,603967,24291,50845,98844,100778,10,7/14/2017
117488907,1,12239,110,97,26,71,8,65,239245,388885,109059,57766,70349,68803,15,7/14/2017
117488907,0,11402,105,29,7,22,26,12,198433,374962,76327,56523,116292,57279,8,7/14/2017
117601068,1,10753,80,72,20,52,9,56,128291,193924,35691,13889,80832,37957,2,7/14/2017
117601068,0,10955,75,38,9,29,20,19,118929,166280,24177,17651,41264,31230,0,7/14/2017
117403363,1,10596,100,106,25,81,16,54,178053,348480,92791,0,0,63921,12,7/14/2017
117403363,0,10056,95,41,16,25,25,20,180078,237280,64308,6663,0,49554,3,7/14/2017
117917377,1,8990,125,216,62,154,20,79,287767,451807,1066,64694,64488,108710,5,7/14/2017
117917377,0,8075,115,60,20,40,63,17,178612,264995,9215,30043,65120,75125,0,7/14/2017
118467020,1,12774,110,146,38,108,17,77,225095,309557,51268,44758,86096,74964,15,7/14/2017
118467020,0,12301,100,56,17,39,38,31,241372,298752,17511,24228,87478,53221,5,7/14/2017
118147497,1,9197,75,23,8,15,4,22,61869,229703,48715,2868,0,30581,22,7/14/2017
118147497,0,8569,65,17,4,13,8,14,78022,279249,24492,5709,0,21840,3,7/14/2017
117372204,1,10294,135,81,27,54,45,24,438392,768775,147882,133101,300202,125014,25,7/14/2017
117372204,0,11492,135,160,44,116,27,77,460526,892426,156222,116509,169613,143563,21,7/14/2017
118152325,1,7423,115,141,42,99,22,70,270316,348369,0,92500,180412,87867,8,7/14/2017
118152325,0,11029,105,77,19,55,42,26,238675,289478,0,72469,163227,57647,6,7/14/2017
117483087,1,12289,115,62,17,45,21,31,347394,480576,152734,50002,231722,70633,26,7/14/2017
117483087,0,11945,115,83,19,60,18,69,371322,469433,199476,34597,204942,72235,24,7/14/2017
117372211,1,10275,95,109,25,84,10,87,181948,281155,86626,16901,0,47861,9,7/14/2017
117372211,0,9593,80,36,10,26,25,21,140899,223160,73264,8904,0,35318,2,7/14/2017
117450564,1,10884,110,85,25,60,17,36,181607,353746,101552,25148,77626,74760,14,7/14/2017
117450564,0,11018,100,71,17,54,25,27,219907,279295,59914,2917,75245,53179,11,7/14/2017
117668883,1,9726,100,99,34,65,8,73,194455,368483,63293,12730,0,55203,3,7/14/2017
117668883,0,8038,80,27,8,19,34,15,122720,200601,65598,21383,51439,35494,2,7/14/2017
117462182,1,13746,125,129,40,89,29,47,294587,521406,0,58599,108121,107612,7,7/14/2017
117462182,0,13377,125,103,29,74,40,33,282798,497841,16907,1408,106188,110297,18,7/14/2017
117806055,1,9100,125,111,29,82,35,44,287795,575257,245552,35479,0,105165,14,7/14/2017
117806055,0,9905,120,120,35,85,29,62,383949,528589,144916,28597,0,89931,10,7/14/2017
117564867,1,10593,100,85,23,62,13,48,144495,278826,98189,52336,141732,58587,9,7/14/2017
117564867,0,10292,95,42,11,31,23,26,191254,259121,24254,19763,64604,49145,3,7/14/2017
117780280,1,13520,120,86,24,62,31,44,322854,589107,140481,21358,109529,97199,7,7/14/2017
117780280,0,13944,115,117,31,86,24,54,266414,419420,167692,41331,109289,83534,13,7/14/2017
117914988,1,8136,100,72,20,52,19,44,176076,279601,67014,23841,69725,52136,41,7/14/2017
117914988,0,8206,105,82,19,63,20,36,147370,304515,89138,19014,80241,52895,20,7/14/2017
117372166,1,12485,100,90,24,64,3,113,179683,331155,89663,12305,44360,54061,3,7/14/2017
117372166,0,10995,80,8,3,5,25,6,129322,292188,43939,17299,65678,37083,6,7/14/2017
117372159,1,11681,90,76,22,54,6,59,129039,312299,84970,24539,60904,45545,7,7/14/2017
117372159,0,12184,70,22,6,16,22,10,137904,220913,45894,17768,45853,28645,11,7/14/2017
117372178,1,12306,125,88,25,62,21,51,282404,620156,95995,23337,0,106604,13,7/14/2017
117372178,0,12612,120,68,21,47,27,36,192097,629004,112845,3247,0,94499,18,7/14/2017
117372172,1,10060,105,95,26,69,9,78,134490,331435,67138,8519,111057,63281,6,7/14/2017
117372172,0,10051,85,33,9,24,26,14,158295,297532,30424,16487,64009,38371,1,7/14/2017
117372186,1,13342,120,129,35,94,45,41,337199,332016,99491,43987,130737,93497,13,7/14/2017
117372186,0,13496,115,166,45,121,35,73,336067,381345,133657,53615,238910,82468,2,7/14/2017
117372187,1,12202,125,113,31,82,26,49,309435,650255,137193,104152,110893,100732,27,7/14/2017
117372187,0,12535,120,91,26,65,31,37,371498,570482,135280,56491,0,81467,22,7/14/2017
121988947,1,12197,110,112,29,83,14,69,197343,263150,43058,50930,72355,74435,24,7/14/2017
121988947,0,9922,100,48,14,34,29,19,194541,306990,35010,50201,69965,52802,14,7/14/2017
117372182,1,11551,120,97,34,63,19,51,244127,452471,78020,0,0,90656,29,7/14/2017
117372182,0,11275,110,59,18,41,34,23,189066,457621,58780,38370,0,72967,4,7/14/2017
121468302,1,9792,115,59,20,39,23,22,171366,400535,44021,105568,162326,76586,29,7/14/2017
121468302,0,8027,115,83,21,61,20,73,257769,403133,114470,36920,82514,74139,21,7/14/2017
117467559,1,13001,105,59,13,46,10,44,163432,322185,139923,4336,85661,60544,9,7/14/2017
117467559,0,13142,105,35,10,25,14,23,216258,323436,65845,44402,88352,59977,7,7/14/2017
118282287,1,12649,105,90,22,68,5,66,143443,456690,80126,12253,60274,66229,14,7/14/2017
118282287,0,11374,90,15,5,10,22,7,126118,310983,58764,10919,59978,44016,8,7/14/2017
120964021,1,10723,115,108,30,75,18,57,223359,462108,49097,17800,0,86566,10,7/14/2017
120964021,0,10882,110,54,17,37,34,24,183068,453753,139531,8610,0,67608,10,7/14/2017
121146762,1,10148,105,78,25,53,18,46,230472,236105,72335,64886,81092,57091,5,7/14/2017
121146762,0,11491,95,55,18,37,25,36,233232,204521,59859,37973,98882,41828,5,7/14/2017
117698733,1,9638,105,113,30,83,19,48,169819,224002,104184,7520,0,54391,6,7/14/2017
117698733,0,8891,100,66,19,47,30,34,189557,185852,53051,6004,0,45361,0,7/14/2017
117407882,1,13119,95,57,18,37,5,43,221417,400989,92112,37528,0,51203,1,7/14/2017
117407882,0,13030,75,13,5,8,19,9,133849,226132,109380,0,73069,30956,2,7/14/2017
117499004,1,10941,100,75,17,57,10,74,181901,265814,47355,38150,51153,54154,26,7/14/2017
117499004,0,9718,85,44,10,34,19,24,149429,264249,70931,8110,55564,38773,13,7/14/2017
117372272,1,13022,80,83,20,63,8,56,146898,210530,73042,26671,98523,37687,2,7/14/2017
117372272,0,13698,65,33,8,25,20,23,146077,111940,48117,27851,45734,25301,5,7/14/2017
117381737,1,12217,105,68,16,52,13,44,191378,356385,55194,13707,58767,61949,13,7/14/2017
117381737,0,11799,100,35,13,22,16,25,164952,355160,73814,24759,69100,52188,15,7/14/2017
117529883,1,10711,90,84,23,61,12,57,190797,243119,55150,16292,0,49947,5,7/14/2017
117529883,0,11287,85,46,11,35,23,28,132902,200972,77778,4491,69305,37204,0,7/14/2017
117459751,1,9736,115,82,25,57,17,48,189265,628317,63497,28681,0,85063,5,7/14/2017
117459751,0,9431,115,53,16,37,25,47,192417,577459,53663,4772,0,75707,9,7/14/2017
119805488,1,10785,95,50,17,33,9,28,101546,280888,36616,39218,39502,54216,11,7/14/2017
119805488,0,11127,85,32,9,23,17,23,106989,212328,25963,23535,44089,40187,2,7/14/2017
117372702,1,9879,80,11,3,8,24,9,175424,266475,42827,21488,67148,35108,2,7/14/2017
117372702,0,9482,95,88,22,65,3,101,174211,321412,109696,35921,62049,51634,5,7/14/2017
119220074,1,10258,105,89,24,65,9,69,147997,344480,69649,1135,0,61269,11,7/14/2017
119220074,0,9878,95,28,8,20,25,14,90716,308741,56672,16266,0,45697,7,7/14/2017
120236399,1,12704,110,136,34,102,15,90,194894,454555,81189,36594,0,71669,6,7/14/2017
120236399,0,12386,105,67,15,52,35,27,176462,388434,76045,14860,0,55495,10,7/14/2017
118076258,1,10379,100,84,22,62,13,56,176552,230285,28568,17858,0,55004,9,7/14/2017
118076258,0,9911,85,48,13,35,22,24,106595,207912,84684,2696,0,38493,0,7/14/2017
117372294,1,9812,115,92,30,62,10,71,219323,486128,127409,45784,205398,81754,11,7/14/2017
